Product_Name,Product_Price,Product_Url,Product_Reviews,Product_Rating
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"5,999",www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTUwMzU0NDU0NjEyNjQ4OjE2ODUxNzg4MTc6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178817%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,592,4.5 
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,999",www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTUwMzU0NDU0NjEyNjQ4OjE2ODUxNzg4MTc6c3BfbXRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178817%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,51,4.5 
F Gear Luxur Brown 25 liter Laptop Backpack (2404),980,www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-45,"16,736",4.4 
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,569,www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-46,317,4.0 
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"1,399",www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-47,"5,532",4.1 
URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,395,www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-48,656,3.7 
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green),599,www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-49,144,3.8 
"TRUE HUMANÂ® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",649,www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-50,35,3.6 
Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,426,www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-51,71,3.9 
Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,649,www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685178817&sprefix=ba%2Caps%2C283&sr=8-52,468,3.8 
Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Camo),"1,899",www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTUwMzU0NDU0NjEyNjQ4OjE2ODUxNzg4MTc6c3BfYnRmOjIwMTE2ODc5MTczODk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VQFVC%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178817%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,146,4.3 
ZIPLOC Polyester 42 Liters Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),"1,599",www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTUwMzU0NDU0NjEyNjQ4OjE2ODUxNzg4MTc6c3BfYnRmOjIwMTMxNjM3NzE5Mjk4OjowOjo&url=%2FZIPLOC-Polyester-Waterproof-Backpack-Business%2Fdp%2FB099FFLQ5Q%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178817%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,12,3.5 
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTk4Nzk4MDY0ODMyNzYxOjE2ODUxNzg4NDg6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178848%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"15,937",3.9 
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTk4Nzk4MDY0ODMyNzYxOjE2ODUxNzg4NDg6c3BfYXRmX25leHQ6MjAxMTAxODE1MTExOTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178848%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,168,4.3 
Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,649,www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-51,468,3.8 
ADISA Light Weight Laptop Backpack 32 Ltrs,499,www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-52,"5,863",4.0 
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),728,www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-53,158,4.3 
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black),599,www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-54,144,3.8 
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,836,www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-55,"1,555",4.3 
"Lenovo 15.6"" Casual Backpack B210",749,www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-56,"27,004",4.2 
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),497,www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-57,"12,766",4.3 
Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"1,399",www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-58,393,4.1 
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"5,999",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTk4Nzk4MDY0ODMyNzYxOjE2ODUxNzg4NDg6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178848%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,592,4.5 
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,999",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTk4Nzk4MDY0ODMyNzYxOjE2ODUxNzg4NDg6c3BfbXRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178848%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,51,4.5 
ADISA Large Laptop Backpack Office Bag College Travel Back Pack with USB (Black),499,www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BXQZ6Q85/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-61,39,4.0 
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,269,www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-62,"3,452",4.0 
"TRUE HUMANÂ® Emperor Anti-Theft backpack with combination lock Laptop bag,office bag for Men and Women | College Bags for Girls & Boys (Zyden)",649,www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-63,"1,129",3.7 
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"2,332",www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-64,"7,204",4.4 
"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-65,"1,235",4.0 
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",929,www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-66,806,3.8 
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",398,www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-67,"9,008",4.1 
ADISA Women Girls Floral Print Sling Bag,495,www.amazon.in/ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1685178848&sprefix=ba%2Caps%2C283&sr=8-68,512,4.3 
Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Camo),"1,899",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTk4Nzk4MDY0ODMyNzYxOjE2ODUxNzg4NDg6c3BfYnRmOjIwMTE2ODc5MTczODk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VQFVC%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178848%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,146,4.3 
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTk4Nzk4MDY0ODMyNzYxOjE2ODUxNzg4NDg6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178848%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,442,4.1 
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTc1MzYzMDMxNzA2MTYxOjE2ODUxNzg4NzI6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178872%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"15,937",3.9 
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTc1MzYzMDMxNzA2MTYxOjE2ODUxNzg4NzI6c3BfYXRmX25leHQ6MjAxMTAxODE1MTExOTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178872%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,168,4.3 
"Lenovo 15.6"" Casual Backpack B210",749,www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-67,"27,004",4.2 
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |","2,591",www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-68,"4,897",4.3 
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",700,www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-69,755,4.2 
ADISA Women Girls Floral Print Sling Bag,495,www.amazon.in/ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-70,512,4.3 
ADISA Large Laptop Backpack Office Bag College Travel Back Pack with USB (Black),499,www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BXQZ6Q85/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-71,39,4.0 
Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-72,358,3.7 
"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop Office Travel Bag for Men and Women Gifts, Dark Grey","1,946",www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-73,"3,368",4.4 
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,990,www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-74,"1,770",4.4 
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"5,999",www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTc1MzYzMDMxNzA2MTYxOjE2ODUxNzg4NzI6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178872%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,592,4.5 
ZIPLOC Polyester 42 Liters Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),"1,599",www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTc1MzYzMDMxNzA2MTYxOjE2ODUxNzg4NzI6c3BfbXRmOjIwMTMxNjM3NzE5Mjk4OjowOjo&url=%2FZIPLOC-Polyester-Waterproof-Backpack-Business%2Fdp%2FB099FFLQ5Q%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178872%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,12,3.5 
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"2,332",www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-77,"7,204",4.4 
Lino Perros womens handbag,"1,389",www.amazon.in/Lino-Perros-Womens-Floral-Peach/dp/B0B57B7KV7/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-78,"3,276",4.1 
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),376,www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-79,"9,121",4.3 
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",325,www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-80,"1,026",4.2 
Bennettâ„¢ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,499,www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-81,"5,751",4.0 
"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",549,www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-82,"1,322",3.9 
"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",319,www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-83,641,4.4 
F Gear String 11 Ltrs Nylon Black Gym Bag,189,www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685178872&sprefix=ba%2Caps%2C283&sr=8-84,507,4.0 
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,999",www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTc1MzYzMDMxNzA2MTYxOjE2ODUxNzg4NzI6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178872%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,51,4.5 
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTc1MzYzMDMxNzA2MTYxOjE2ODUxNzg4NzI6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178872%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,442,4.1 
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDY1NjY1NDczMjYxNjAyOjE2ODUxNzg5MTY6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178916%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"15,937",3.9 
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDY1NjY1NDczMjYxNjAyOjE2ODUxNzg5MTY6c3BfYXRmX25leHQ6MjAxMjQzMTEwMjQ4OTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685178916%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,442,4.1 
Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,"3,514",www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685178916&sprefix=ba%2Caps%2C283&sr=8-83,53,4.4 
"DYAZO Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",599,www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685178916&sprefix=ba%2Caps%2C283&sr=8-84,203,4.5 
